EAN;descrpcion_es;id_familia_producto;en_showroom;rack;modulo;fila;en_almacen;en_self;Ubicacion
5059340269610;PAVIMENTO ARUMA 60X60;180;SI;RACK 12;MODULO 1;FILA 4;SI;NO;28-01-102
5059340854236;PAVIMENTO SHADED SLATE 30X60 ANTRACITA;180;SI;RACK 12;MODULO 2;FILA 3;SI;NO;28-05-201
5059340721002;PAVIMENTO BELINDA 45X45 BEIGE;180;SI;RACK 12;MODULO 1;FILA 1;SI;NO;28-05-401
5059340874937;PAVIMENTO ENORA 60X60 ANTRACITA;180;SI;RACK 12;MODULO 1;FILA 4;SI;NO;28-05-302
8429991793449;PAVIMENTO NEW PORT SILVER 60X60 C2;180;SI;RACK 12;MODULO 2;FILA 1;SI;NO;28-05-102
5059340720968;PAVIMENTO BELINDA 45X45 GRIS;180;SI;RACK 12;MODULO 1;FILA 2;NO;SI;24-10-101
8435609330777;PAVIMENTO GOLDEN HILL SATINADO 45X45;180;SI;RACK 12;MODULO 1;FILA 1;NO;SI;24-10-102
5063022605061;PAVIMENTO NISIDA SLIM 60X120;180;SI;RACK 12;MODULO 1;FILA 3;SI;NO;28-05-403
5059340720999;PAVIMENTO LUDO 33X33 COTTO;180;SI;RACK 11;MODULO 2;FILA 1;SI;NO;28-06-102
8435414101517;PAVIMENTO GRANADA HIDRAULICO 33X33;180;SI;RACK 11;MODULO 2;FILA 2;NO;NO;#N/A
8429991953478;PAVIMENTO SALINAS GOLD 60X120;180;SI;RACK 12;MODULO 1;FILA 2;NO;SI;24-10-103
5059340721040;PAVIMENTO LUDO 33X33 ARENA;180;SI;RACK 11;MODULO 2;FILA 1;SI;NO;28-05-101
8432712270556;PAVIMENTO STAR BLACK  45X45;180;SI;RACK 11;MODULO 2;FILA 2;SI;NO;28-06-103
8429991798857;PAVIMENTO SALINAS GOLD 60X60;180;SI;RACK 12;MODULO 1;FILA 1;SI;NO;28-04-201
5059340460383;PAVIMENTO COTTO TERRACOTTA 33X33;180;SI;RACK 11;MODULO 2;FILA 1;NO;SI;24-11-103
8429991787479;PAVIMENTO FLOWER 45X45;180;SI;RACK 11;MODULO 2;FILA 2;SI;NO;28-06-101
8435414125131;PLAQUETA CERVINO CREMA 32X48;179;SI;RACK 08;MODULO 2;FILA 5;SI;NO;28-09-101
8435414122574;PLAQUETA TEIDE GRIS 17X52;179;SI;RACK 08;MODULO 2;FILA 5;SI;NO;28-09-102
8435414109070;PLAQUETA ARAIA 20X50;179;NO;#N/A;#N/A;#N/A;NO;NO;#N/A
8435414125100;PLAQUETA CERVINO MIX 32X48;179;SI;RACK 08;MODULO 2;FILA 5;SI;NO;28-09-201
8435414124189;PLAQUETA TEIDE BLANCO 17X52;179;SI;RACK 08;MODULO 2;FILA 5;SI;NO;28-09-103
5063022525574;PLAQUETA ORSO 25X50 CARAVISTA;179;SI;RACK 08;MODULO 1;FILA 5;SI;NO;28-10-102
8435414122468;PLAQUETA TEIDE BEIGE 17X52;179;SI;RACK 08;MODULO 2;FILA 5;SI;NO;28-10-103
8435433537328;PLAQUETA FLANDES BLANCO 25X50;179;SI;RACK 08;MODULO 1;FILA 5;SI;NO;28-10-203
5059340719511;PLAQUETA ORSO 25X50 BLANCO;179;SI;RACK 08;MODULO 1;FILA 5;SI;NO;28-10-202
5059340719566;PLAQUETA ORSO 25X50 MARRON;179;SI;RACK 08;MODULO 1;FILA 5;SI;NO;28-10-201
8435425577783;PAVIMENTO ADOVERY TAUPE 23X120;179;SI;RACK 10;MODULO 1;FILA 3;SI;NO;28-09-402
8429991787493;PAVIMENTO RODILES PEARL 20X75 C3;179;SI;RACK 10;MODULO 2;FILA 1;SI;NO;28-09-203
5059340719597;PLAQUETA ORSO 25X50 PIZARRA;179;SI;RACK 08;MODULO 1;FILA 5;SI;NO;28-02-103
8435433518471;PAVIMENTO ADOVERY WENGUE 23X120;179;SI;RACK 10;MODULO 1;FILA 3;SI;NO;28-04-303
8429991787509;PAVIMENTO RODILES NUT 20X75 C3;179;SI;RACK 10;MODULO 2;FILA 2;SI;NO;28-09-303
5059340719610;PLAQUETA DANY 25X40 BEIGE;179;SI;RACK 08;MODULO 1;FILA 5;NO;SI;26-05-101
5059340830179;PAVIMENTO BROOWN 23X120;179;SI;RACK 10;MODULO 2;FILA 2;SI;NO;28-09-301
8429991787516;PAVIMENTO RODILES CREAM 20X75 C3;179;SI;RACK 10;MODULO 2;FILA 2;SI;NO;28-09-302
3663602678465;PAVIMENTO TUMBLED CREMA MULTIFORMATO;179;SI;RACK 12;MODULO 2;FILA 4;SI;NO;28-08-301
8435414119253;PAVIMENTO MESSINA 45X45;179;NO;#N/A;#N/A;#N/A;NO;NO;#N/A
8435414120211;PAVIMENTO C3 ASPEN BLUE 30X60;179;SI;RACK 10;MODULO 1;FILA 2;NO;SI;24-04-103
8429991787486;PAVIMENTO SOMO GRIS 20X75 C2;179;SI;RACK 10;MODULO 1;FILA 1;SI;NO;28-09-401
8435414118645;PAVIMENTO ASPEN BEIGE 30X60;179;SI;RACK 10;MODULO 1;FILA 2;SI;NO;28-08-302
5036581058326;PAVIMENTO VOLFY 30X60 GRIS;179;NO;#N/A;#N/A;#N/A;NO;SI;24-03-103
8435609351932;PAVIMENTO CONCORDE HAYA EXT MATE 30...;179;SI;RACK 10;MODULO 1;FILA 2;SI;NO;28-05-203
8435414118669;PAVIMENTO ASPEN TIERRA 30X60;179;SI;RACK 10;MODULO 1;FILA 2;NO;SI;24-03-101
5036581058319;PAVIMENTO VOLFY 30X60 BEIGE;179;SI;RACK 10;MODULO 1;FILA 1;NO;SI;24-03-102
8435433560210;PAVIMENTO CEDEIRA NEGRO 33,3X33,3;179;SI;RACK 10;MODULO 2;FILA 1;SI;NO;28-08-202
8435433538134;PAVIMENTO HARAD COTTO MATE 45X45;179;SI;RACK 10;MODULO 1;FILA 2;SI;NO;28-02-102
8429991787523;PAVIMENTO TARIFA COTTO 33X33 C3;179;NO;#N/A;#N/A;#N/A;NO;NO;#N/A
8435433560159;PAVIMENTO CEDEIRA BLANCO 33,3X33,3;179;SI;RACK 10;MODULO 2;FILA 1;SI;NO;28-08-303
5059340720982;PAVIMENTO CARYO SALIDA 33X33 MARRÓN;179;SI;RACK 10;MODULO 1;FILA 1;NO;SI;24-04-101
5059340721033;PAVIMENTO CAMELIO SALIDA 33X33 MARRÓN;179;SI;RACK 10;MODULO 1;FILA 3;SI;NO;28-08-201
8435433538103;PAVIMENTO HARAD GREY MATE 45X45;179;SI;RACK 10;MODULO 2;FILA 2;SI;NO;28-08-102
8429991787554;PAVIMENTO TARIFA OCRE 33X33 C3;179;NO;#N/A;#N/A;#N/A;NO;NO;#N/A
5059340720975;PAVIMENTO CAMELIO SALIDA 33X33 BEIGE;179;NO;#N/A;#N/A;#N/A;NO;SI;24-04-102
5063022645289;PAVIMENTO CIMENTI GREY 60X60;179;SI;RACK 11;MODULO 1;FILA 1;NO;SI;24-01-102
5059340459912;PAVIMENTO HARIAS 45X45 ANTRACITA;179;SI;RACK 12;MODULO 2;FILA 3;SI;NO;28-05-202
3663602678298;PAVIMENTO NATURAL BLANCO 30X60;179;SI;RACK 12;MODULO 2;FILA 2;SI;NO;28-05-303
8429178156050;PAVIMENTO CARTAGO MIEL C1 23,3X120;179;SI;RACK 13;MODULO 2;FILA 2;NO;SI;24-13-103
8435609378458;PAVIMENTO CONCORDE NATURAL MATE 30X60;179;SI;RACK 13;MODULO 2;FILA 2;NO;SI;24-12-103
8432712278026;PAVIMENTO CERAMICO FOREST ROBLE 19X57;179;SI;RACK 13;MODULO 1;FILA 1;NO;SI;24-11-101
3663602678366;PAVIMENTO NATURAL ANTRACITA 30X60;;SI;RACK 12;MODULO 2;FILA 3;NO;SI;24-02-102
5059340870663;PAVIMENTO LIMO GRIS 45X45;;SI;RACK 12;MODULO 2;FILA 2;NO;SI;24-02-101
8435609373682;PAVIMENTO COLTON HAYA 120X23;;SI;RACK 13;MODULO 2;FILA 1;SI;NO;28-06-202
8429991798864;PAVIMENTO PANTIN GRIS 60X60 ;;SI;RACK 11;MODULO 1;FILA 1;SI;NO;28-04-401
8429991798901;PAVIMENTO PANTIN MARENGO 60X60 ;;SI;RACK 11;MODULO 1;FILA 4;SI;NO;28-04-402
8429991798888;PAVIMENTO PANTIN MUD 60X60 ;;SI;RACK 11;MODULO 1;FILA 4;SI;NO;28-04-403
3663602678465;PAVIMENTO TRAVERTINO MULTIFORMATO;;SI;RACK 12;MODULO 2;FILA 4;SI;NO;28-08-301
8435414109278; PAVIMENTO MONACO 22,5X90;;SI;RACK 13;MODULO 2;FILA 5;SI;NO;28-04-302
5059340815282;PAVIMENTO TRAVERTINO 45X45;;SI;RACK 12;MODULO 2;FILA 1;SI;NO;28-02-201
5059340854212;PAVIMENTO SHADED SLATED 30X60 BEIGE;;SI;RACK 12;MODULO 2;FILA 1;SI;NO;28-01-101
5059340194073;SUELO LAMINADO DONCASTER GRIS AC4 8MM 129X19;;SI;RACK 02;MODULO 2;FILA 5;SI;NO;28-03-101
5059340485362;SUELO LAMINADO DUNWICH MARR GRIS AC4 8MM 129X28;;SI;RACK 02;MODULO 1;FILA 4;SI;NO;28-03-102
5059340194097;SUELO LAMINADO MALTON GRIS AC6 10MM 138X19;;SI;RACK 02;MODULO 1;FILA 5;SI;NO;28-03-103
3663602997962;SUELO LAMINADO MACQUARIE AC4 7MM 138X19;;SI;RACK 02;MODULO 1;FILA 2;SI;NO;28-03-201
5059340484303;SUELO LAMINADO CRVENA AC5 8MM 128X28;;SI;RACK 02;MODULO 2;FILA 4;SI;NO;28-03-202
5063022047816;SUELO LAMINADO AC5 8MM ORBETELLO 138X19;;SI;RACK 02;MODULO 2;FILA 4;SI;NO;28-03-203
5059340194035;SUELO LAMINADO AC5 8MM HERRADURA CHELSEA 138X24;;SI;RACK 02;MODULO 2;FILA 5;SI;NO;28-03-301
5063022047755;SUELO LAMINADO AC4 8MM COOLANGATTA 129X16;;SI;RACK 02;MODULO 1;FILA 3;SI;NO;28-03-302
